org_id,img_id,Day,Clone,Imaging,org_size_px2,org_size_mikrometer2
17,org17_TH2-7_d12_LabB_after_embedding,12,TH2-7,LabB,69989,627389
17,org17_TH2-7_d12_LabB_before_embedding,12,TH2-7,LabB,124020,1111729
17,org17_TH2-7_d16_LabA,16,TH2-7,LabA,167280,1675212
17,org17_TH2-7_d16_LabB,16,TH2-7,LabB,173413,1554493
17,org17_TH2-7_d19_LabA,19,TH2-7,LabA,218800,2191155
17,org17_TH2-7_d19_LabB,19,TH2-7,LabB,234931,2105947
17,org17_TH2-7_d22_LabA,22,TH2-7,LabA,266154,2665378
17,org17_TH2-7_d22_LabB,22,TH2-7,LabB,281148,2520241
17,org17_TH2-7_d25_LabA,25,TH2-7,LabA,330523,3309996
17,org17_TH2-7_d25_LabB,25,TH2-7,LabB,352094,3156209
17,org17_TH2-7_d30_LabA,30,TH2-7,LabA,459634,4602968
17,org17_TH2-7_d30_LabB,30,TH2-7,LabB,492101,4411246
18,org18_TH2-7_d02_LabA,2,TH2-7,LabA,27572,276118
18,org18_TH2-7_d02_LabB,2,TH2-7,LabB,32178,288447
18,org18_TH2-7_d05_LabA,5,TH2-7,LabA,101445,1015913
18,org18_TH2-7_d05_LabB,5,TH2-7,LabB,103293,925930
18,org18_TH2-7_d08_LabA,8,TH2-7,LabA,100779,1009243
18,org18_TH2-7_d08_LabB,8,TH2-7,LabB,106977,958953
18,org18_TH2-7_d10_LabA,10,TH2-7,LabA,107321,1074758
18,org18_TH2-7_d10_LabB,10,TH2-7,LabB,110762,992882
18,org18_TH2-7_d12_LabA_after_embedding,12,TH2-7,LabA,70870,709722
18,org18_TH2-7_d12_LabA_before_embedding,12,TH2-7,LabA,127019,1272022
18,org18_TH2-7_d12_LabB_after_embedding,12,TH2-7,LabB,76801,688452
18,org18_TH2-7_d12_LabB_before_embedding,12,TH2-7,LabB,139372,1249346
18,org18_TH2-7_d16_LabA,16,TH2-7,LabA,155369,1555931
18,org18_TH2-7_d16_LabB,16,TH2-7,LabB,164173,1471664
18,org18_TH2-7_d19_LabA,19,TH2-7,LabA,212658,2129647
18,org18_TH2-7_d19_LabB,19,TH2-7,LabB,213215,1911282
18,org18_TH2-7_d22_LabA,22,TH2-7,LabA,261208,2615847
18,org18_TH2-7_d22_LabB,22,TH2-7,LabB,280838,2517462
18,org18_TH2-7_d25_LabA,25,TH2-7,LabA,342844,3433384
18,org18_TH2-7_d25_LabB,25,TH2-7,LabB,352352,3158521
18,org18_TH2-7_d30_LabA,30,TH2-7,LabA,454562,4552175
18,org18_TH2-7_d30_LabB,30,TH2-7,LabB,468806,4202427
19,org19_TH2-7_d02_LabA,2,TH2-7,LabA,30412,304559
19,org19_TH2-7_d02_LabB,2,TH2-7,LabB,32898,294901
19,org19_TH2-7_d05_LabA,5,TH2-7,LabA,93356,934906
19,org19_TH2-7_d05_LabB,5,TH2-7,LabB,93353,836826
19,org19_TH2-7_d08_LabA,8,TH2-7,LabA,93443,935778
19,org19_TH2-7_d08_LabB,8,TH2-7,LabB,102988,923196
19,org19_TH2-7_d10_LabA,10,TH2-7,LabA,90862,909930
19,org19_TH2-7_d10_LabB,10,TH2-7,LabB,96379,863952
19,org19_TH2-7_d12_LabA_after_embedding,12,TH2-7,LabA,58292,583761
19,org19_TH2-7_d12_LabA_before_embedding,12,TH2-7,LabA,99062,992049
19,org19_TH2-7_d12_LabB_after_embedding,12,TH2-7,LabB,62320,558643
19,org19_TH2-7_d12_LabB_before_embedding,12,TH2-7,LabB,100285,898966
19,org19_TH2-7_d16_LabA,16,TH2-7,LabA,123859,1240376
19,org19_TH2-7_d16_LabB,16,TH2-7,LabB,128837,1154909
19,org19_TH2-7_d19_LabA,19,TH2-7,LabA,151703,1519218
19,org19_TH2-7_d19_LabB,19,TH2-7,LabB,164900,1478181
19,org19_TH2-7_d22_LabA,22,TH2-7,LabA,221942,2222621
19,org19_TH2-7_d22_LabB,22,TH2-7,LabB,232179,2081278
19,org19_TH2-7_d25_LabA,25,TH2-7,LabA,266409,2667932
19,org19_TH2-7_d25_LabB,25,TH2-7,LabB,286755,2570503
19,org19_TH2-7_d30_LabA,30,TH2-7,LabA,348819,3493220
19,org19_TH2-7_d30_LabB,30,TH2-7,LabB,356525,3195929
20,org20_TH2-7_d02_LabA,2,TH2-7,LabA,29740,297829
20,org20_TH2-7_d02_LabB,2,TH2-7,LabB,32247,289066
20,org20_TH2-7_d05_LabA,5,TH2-7,LabA,107733,1078884
20,org20_TH2-7_d05_LabB,5,TH2-7,LabB,107311,961947
20,org20_TH2-7_d08_LabA,8,TH2-7,LabA,105057,1052085
20,org20_TH2-7_d08_LabB,8,TH2-7,LabB,114048,1022339
20,org20_TH2-7_d10_LabA,10,TH2-7,LabA,100992,1011376
20,org20_TH2-7_d10_LabB,10,TH2-7,LabB,103378,926692
20,org20_TH2-7_d12_LabA_after_embedding,12,TH2-7,LabA,66021,661162
20,org20_TH2-7_d12_LabA_before_embedding,12,TH2-7,LabA,117867,1180370
20,org20_TH2-7_d12_LabB_after_embedding,12,TH2-7,LabB,68935,617941
20,org20_TH2-7_d12_LabB_before_embedding,12,TH2-7,LabB,124415,1115269
20,org20_TH2-7_d16_LabA,16,TH2-7,LabA,171604,1718515
20,org20_TH2-7_d16_LabB,16,TH2-7,LabB,183063,1640996
20,org20_TH2-7_d19_LabA,19,TH2-7,LabA,222890,2232114
20,org20_TH2-7_d19_LabB,19,TH2-7,LabB,226061,2026435
20,org20_TH2-7_d22_LabA,22,TH2-7,LabA,271641,2720327
20,org20_TH2-7_d22_LabB,22,TH2-7,LabB,290893,2607596
20,org20_TH2-7_d25_LabA,25,TH2-7,LabA,343813,3443088
20,org20_TH2-7_d25_LabB,25,TH2-7,LabB,350178,3139033
20,org20_TH2-7_d30_LabA,30,TH2-7,LabA,447257,4479020
20,org20_TH2-7_d30_LabB,30,TH2-7,LabB,459293,4117152
21,org21_TH2-7_d02_LabA,2,TH2-7,LabA,28582,286232
21,org21_TH2-7_d02_LabB,2,TH2-7,LabB,29151,261313
21,org21_TH2-7_d05_LabA,5,TH2-7,LabA,101547,1016934
21,org21_TH2-7_d05_LabB,5,TH2-7,LabB,105738,947847
21,org21_TH2-7_d08_LabA,8,TH2-7,LabA,99938,1000821
21,org21_TH2-7_d08_LabB,8,TH2-7,LabB,110059,986581
21,org21_TH2-7_d10_LabA,10,TH2-7,LabA,101800,1019468
21,org21_TH2-7_d10_LabB,10,TH2-7,LabB,102065,914922
21,org21_TH2-7_d12_LabA_after_embedding,12,TH2-7,LabA,70312,704134
21,org21_TH2-7_d12_LabA_before_embedding,12,TH2-7,LabA,111288,1114485
21,org21_TH2-7_d12_LabB_after_embedding,12,TH2-7,LabB,72991,654299
21,org21_TH2-7_d12_LabB_before_embedding,12,TH2-7,LabB,125110,1121500
21,org21_TH2-7_d16_LabA,16,TH2-7,LabA,152410,1526298
21,org21_TH2-7_d16_LabB,16,TH2-7,LabB,160071,1434894
21,org21_TH2-7_d19_LabA,19,TH2-7,LabA,198091,1983767
21,org21_TH2-7_d19_LabB,19,TH2-7,LabB,195298,1750672
21,org21_TH2-7_d22_LabA,22,TH2-7,LabA,255327,2556952
21,org21_TH2-7_d22_LabB,22,TH2-7,LabB,275134,2466331
21,org21_TH2-7_d25_LabA,25,TH2-7,LabA,315544,3159990
21,org21_TH2-7_d25_LabB,25,TH2-7,LabB,330454,2962225
21,org21_TH2-7_d30_LabA,30,TH2-7,LabA,413045,4136406
21,org21_TH2-7_d30_LabB,30,TH2-7,LabB,463507,4154927
22,org22_TH2-7_d02_LabA,2,TH2-7,LabA,28680,287214
22,org22_TH2-7_d02_LabB,2,TH2-7,LabB,28468,255190
22,org22_TH2-7_d05_LabA,5,TH2-7,LabA,100647,1007921
22,org22_TH2-7_d05_LabB,5,TH2-7,LabB,107229,961212
22,org22_TH2-7_d08_LabA,8,TH2-7,LabA,101285,1014311
22,org22_TH2-7_d08_LabB,8,TH2-7,LabB,112087,1004760
22,org22_TH2-7_d10_LabA,10,TH2-7,LabA,98311,984528
22,org22_TH2-7_d10_LabB,10,TH2-7,LabB,106317,953037
22,org22_TH2-7_d12_LabA_after_embedding,12,TH2-7,LabA,70736,708380
22,org22_TH2-7_d12_LabA_before_embedding,12,TH2-7,LabA,120859,1210333
22,org22_TH2-7_d12_LabB_after_embedding,12,TH2-7,LabB,76263,683630
22,org22_TH2-7_d12_LabB_before_embedding,12,TH2-7,LabB,127879,1146321
22,org22_TH2-7_d16_LabA,16,TH2-7,LabA,156354,1565795
22,org22_TH2-7_d16_LabB,16,TH2-7,LabB,162954,1460737
22,org22_TH2-7_d19_LabA,19,TH2-7,LabA,195194,1954755
22,org22_TH2-7_d19_LabB,19,TH2-7,LabB,210971,1891167
22,org22_TH2-7_d22_LabA,22,TH2-7,LabA,250296,2506569
22,org22_TH2-7_d22_LabB,22,TH2-7,LabB,274601,2461553
22,org22_TH2-7_d25_LabA,25,TH2-7,LabA,329869,3303447
22,org22_TH2-7_d25_LabB,25,TH2-7,LabB,343028,3074940
22,org22_TH2-7_d30_LabA,30,TH2-7,LabA,462304,4629707
22,org22_TH2-7_d30_LabB,30,TH2-7,LabB,550150,4931604
23,org23_TH2-7_d02_LabA,2,TH2-7,LabA,31162,312069
23,org23_TH2-7_d02_LabB,2,TH2-7,LabB,33172,297357
23,org23_TH2-7_d05_LabA,5,TH2-7,LabA,103650,1037995
23,org23_TH2-7_d05_LabB,5,TH2-7,LabB,104682,938381
23,org23_TH2-7_d08_LabA,8,TH2-7,LabA,101948,1020950
23,org23_TH2-7_d08_LabB,8,TH2-7,LabB,109046,977500
23,org23_TH2-7_d10_LabA,10,TH2-7,LabA,95492,956297
23,org23_TH2-7_d10_LabB,10,TH2-7,LabB,107732,965721
23,org23_TH2-7_d12_LabA_after_embedding,12,TH2-7,LabA,70320,704214
23,org23_TH2-7_d12_LabA_before_embedding,12,TH2-7,LabA,117887,1180570
23,org23_TH2-7_d12_LabB_after_embedding,12,TH2-7,LabB,71555,641427
23,org23_TH2-7_d12_LabB_before_embedding,12,TH2-7,LabB,119333,1069714
23,org23_TH2-7_d16_LabA,16,TH2-7,LabA,161092,1613243
23,org23_TH2-7_d16_LabB,16,TH2-7,LabB,166696,1494281
23,org23_TH2-7_d19_LabA,19,TH2-7,LabA,200256,2005448
23,org23_TH2-7_d19_LabB,19,TH2-7,LabB,215658,1933182
23,org23_TH2-7_d22_LabA,22,TH2-7,LabA,258605,2589779
23,org23_TH2-7_d22_LabB,22,TH2-7,LabB,282632,2533544
23,org23_TH2-7_d25_LabA,25,TH2-7,LabA,341254,3417461
23,org23_TH2-7_d25_LabB,25,TH2-7,LabB,362194,3246746
23,org23_TH2-7_d30_LabA,30,TH2-7,LabA,453008,4536613
23,org23_TH2-7_d30_LabB,30,TH2-7,LabB,450733,4040419
24,org24_TH2-7_d02_LabA,2,TH2-7,LabA,28532,285731
24,org24_TH2-7_d02_LabB,2,TH2-7,LabB,28494,255423
24,org24_TH2-7_d05_LabA,5,TH2-7,LabA,94809,949457
24,org24_TH2-7_d05_LabB,5,TH2-7,LabB,103080,924020
24,org24_TH2-7_d08_LabA,8,TH2-7,LabA,95254,953914
24,org24_TH2-7_d08_LabB,8,TH2-7,LabB,105314,944046
24,org24_TH2-7_d10_LabA,10,TH2-7,LabA,93770,939052
24,org24_TH2-7_d10_LabB,10,TH2-7,LabB,99037,887778
24,org24_TH2-7_d12_LabA_after_embedding,12,TH2-7,LabA,66331,664267
24,org24_TH2-7_d12_LabA_before_embedding,12,TH2-7,LabA,104392,1045425
24,org24_TH2-7_d12_LabB_after_embedding,12,TH2-7,LabB,71915,644654
24,org24_TH2-7_d12_LabB_before_embedding,12,TH2-7,LabB,114163,1023369
24,org24_TH2-7_d16_LabA,16,TH2-7,LabA,147729,1479420
24,org24_TH2-7_d16_LabB,16,TH2-7,LabB,156332,1401377
24,org24_TH2-7_d19_LabA,19,TH2-7,LabA,186487,1867559
24,org24_TH2-7_d19_LabB,19,TH2-7,LabB,214908,1926458
24,org24_TH2-7_d22_LabA,22,TH2-7,LabA,259020,2593935
24,org24_TH2-7_d22_LabB,22,TH2-7,LabB,275748,2471835
24,org24_TH2-7_d25_LabA,25,TH2-7,LabA,338427,3389150
24,org24_TH2-7_d25_LabB,25,TH2-7,LabB,346818,3108914
24,org24_TH2-7_d30_LabA,30,TH2-7,LabA,431809,4324317
24,org24_TH2-7_d30_LabB,30,TH2-7,LabB,467391,4189743
25,org25_TH2-7_d02_LabA,2,TH2-7,LabA,31366,314112
25,org25_TH2-7_d02_LabB,2,TH2-7,LabB,35031,314022
25,org25_TH2-7_d05_LabA,5,TH2-7,LabA,96139,962776
25,org25_TH2-7_d05_LabB,5,TH2-7,LabB,106068,950805
25,org25_TH2-7_d08_LabA,8,TH2-7,LabA,98314,984558
25,org25_TH2-7_d08_LabB,8,TH2-7,LabB,105943,949684
25,org25_TH2-7_d10_LabA,10,TH2-7,LabA,91995,921277
25,org25_TH2-7_d10_LabB,10,TH2-7,LabB,104309,935037
25,org25_TH2-7_d12_LabA_after_embedding,12,TH2-7,LabA,62370,624599
25,org25_TH2-7_d12_LabA_before_embedding,12,TH2-7,LabA,96435,965741
25,org25_TH2-7_d12_LabB_after_embedding,12,TH2-7,LabB,61996,555739
25,org25_TH2-7_d12_LabB_before_embedding,12,TH2-7,LabB,107207,961015
25,org25_TH2-7_d16_LabA,16,TH2-7,LabA,140933,1411362
25,org25_TH2-7_d16_LabB,16,TH2-7,LabB,147830,1325164
25,org25_TH2-7_d19_LabA,19,TH2-7,LabA,177475,1777309
25,org25_TH2-7_d19_LabB,19,TH2-7,LabB,194281,1741556
25,org25_TH2-7_d22_LabA,22,TH2-7,LabA,223853,2241758
25,org25_TH2-7_d22_LabB,22,TH2-7,LabB,243436,2182187
25,org25_TH2-7_d25_LabA,25,TH2-7,LabA,290948,2913676
25,org25_TH2-7_d25_LabB,25,TH2-7,LabB,279529,2505728
25,org25_TH2-7_d30_LabA,30,TH2-7,LabA,361808,3623298
25,org25_TH2-7_d30_LabB,30,TH2-7,LabB,410683,3681407
26,org26_TH2-7_d02_LabA,2,TH2-7,LabA,28661,287023
26,org26_TH2-7_d02_LabB,2,TH2-7,LabB,31940,286314
26,org26_TH2-7_d05_LabA,5,TH2-7,LabA,90151,902810
26,org26_TH2-7_d05_LabB,5,TH2-7,LabB,93014,833788
26,org26_TH2-7_d08_LabA,8,TH2-7,LabA,89340,894688
26,org26_TH2-7_d08_LabB,8,TH2-7,LabB,97166,871006
26,org26_TH2-7_d10_LabA,10,TH2-7,LabA,72087,721910
26,org26_TH2-7_d10_LabB,10,TH2-7,LabB,83502,748521
26,org26_TH2-7_d12_LabA_after_embedding,12,TH2-7,LabA,58457,585413
26,org26_TH2-7_d12_LabA_before_embedding,12,TH2-7,LabA,76731,768417
26,org26_TH2-7_d12_LabB_after_embedding,12,TH2-7,LabB,61585,552055
26,org26_TH2-7_d12_LabB_before_embedding,12,TH2-7,LabB,79907,716295
26,org26_TH2-7_d16_LabA,16,TH2-7,LabA,135075,1352698
26,org26_TH2-7_d16_LabB,16,TH2-7,LabB,134747,1207887
26,org26_TH2-7_d19_LabA,19,TH2-7,LabA,175841,1760946
26,org26_TH2-7_d19_LabB,19,TH2-7,LabB,177138,1587884
26,org26_TH2-7_d22_LabA,22,TH2-7,LabA,233639,2339759
26,org26_TH2-7_d22_LabB,22,TH2-7,LabB,250149,2242363
26,org26_TH2-7_d25_LabA,25,TH2-7,LabA,303972,3044104
26,org26_TH2-7_d25_LabB,25,TH2-7,LabB,290673,2605624
26,org26_TH2-7_d30_LabA,30,TH2-7,LabA,386113,3866698
26,org26_TH2-7_d30_LabB,30,TH2-7,LabB,399414,3580390
27,org27_TH2-7_d02_LabA,2,TH2-7,LabA,29762,298049
27,org27_TH2-7_d02_LabB,2,TH2-7,LabB,31527,282611
27,org27_TH2-7_d05_LabA,5,TH2-7,LabA,99459,996024
27,org27_TH2-7_d05_LabB,5,TH2-7,LabB,104868,940048
27,org27_TH2-7_d08_LabA,8,TH2-7,LabA,104716,1048670
27,org27_TH2-7_d08_LabB,8,TH2-7,LabB,111963,1003648
27,org27_TH2-7_d10_LabA,10,TH2-7,LabA,95492,956297
27,org27_TH2-7_d10_LabB,10,TH2-7,LabB,101130,906540
27,org27_TH2-7_d12_LabA_after_embedding,12,TH2-7,LabA,66505,666009
27,org27_TH2-7_d12_LabA_before_embedding,12,TH2-7,LabA,113782,1139461
27,org27_TH2-7_d12_LabB_after_embedding,12,TH2-7,LabB,69916,626735
27,org27_TH2-7_d12_LabB_before_embedding,12,TH2-7,LabB,122061,1094168
27,org27_TH2-7_d16_LabA,16,TH2-7,LabA,142973,1431792
27,org27_TH2-7_d16_LabB,16,TH2-7,LabB,148648,1332497
27,org27_TH2-7_d19_LabA,19,TH2-7,LabA,193363,1936418
27,org27_TH2-7_d19_LabB,19,TH2-7,LabB,202217,1812695
27,org27_TH2-7_d22_LabA,22,TH2-7,LabA,246004,2463588
27,org27_TH2-7_d22_LabB,22,TH2-7,LabB,264498,2370989
27,org27_TH2-7_d25_LabA,25,TH2-7,LabA,306882,3073245
27,org27_TH2-7_d25_LabB,25,TH2-7,LabB,313634,2811449
27,org27_TH2-7_d30_LabA,30,TH2-7,LabA,440037,4406716
27,org27_TH2-7_d30_LabB,30,TH2-7,LabB,453438,4064667
28,org28_TH2-7_d02_LabA,2,TH2-7,LabA,29963,300062
28,org28_TH2-7_d02_LabB,2,TH2-7,LabB,30264,271290
28,org28_TH2-7_d05_LabA,5,TH2-7,LabA,94533,946693
28,org28_TH2-7_d05_LabB,5,TH2-7,LabB,96688,866722
28,org28_TH2-7_d08_LabA,8,TH2-7,LabA,99744,998878
28,org28_TH2-7_d08_LabB,8,TH2-7,LabB,109613,982583
28,org28_TH2-7_d10_LabA,10,TH2-7,LabA,96623,967623
28,org28_TH2-7_d10_LabB,10,TH2-7,LabB,101646,911166
28,org28_TH2-7_d12_LabA_after_embedding,12,TH2-7,LabA,68948,690474
28,org28_TH2-7_d12_LabA_before_embedding,12,TH2-7,LabA,111935,1120964
28,org28_TH2-7_d12_LabB_after_embedding,12,TH2-7,LabB,74313,666150
28,org28_TH2-7_d12_LabB_before_embedding,12,TH2-7,LabB,121359,1087875
28,org28_TH2-7_d16_LabA,16,TH2-7,LabA,151347,1515653
28,org28_TH2-7_d16_LabB,16,TH2-7,LabB,161777,1450186
28,org28_TH2-7_d19_LabA,19,TH2-7,LabA,198108,1983937
28,org28_TH2-7_d19_LabB,19,TH2-7,LabB,211767,1898302
28,org28_TH2-7_d22_LabA,22,TH2-7,LabA,253382,2537474
28,org28_TH2-7_d22_LabB,22,TH2-7,LabB,263625,2363163
28,org28_TH2-7_d25_LabA,25,TH2-7,LabA,315508,3159630
28,org28_TH2-7_d25_LabB,25,TH2-7,LabB,330521,2962826
28,org28_TH2-7_d30_LabA,30,TH2-7,LabA,380837,3813862
28,org28_TH2-7_d30_LabB,30,TH2-7,LabB,400391,3589148
29,org29_TH2-7_d02_LabA,2,TH2-7,LabA,30401,304448
29,org29_TH2-7_d02_LabB,2,TH2-7,LabB,32059,287380
29,org29_TH2-7_d05_LabA,5,TH2-7,LabA,99083,992259
29,org29_TH2-7_d05_LabB,5,TH2-7,LabB,103716,929721
29,org29_TH2-7_d08_LabA,8,TH2-7,LabA,99469,996124
29,org29_TH2-7_d08_LabB,8,TH2-7,LabB,108150,969468
29,org29_TH2-7_d10_LabA,10,TH2-7,LabA,82867,829865
29,org29_TH2-7_d10_LabB,10,TH2-7,LabB,92907,832828
29,org29_TH2-7_d12_LabA_after_embedding,12,TH2-7,LabA,61335,614234
29,org29_TH2-7_d12_LabA_before_embedding,12,TH2-7,LabA,99838,999820
29,org29_TH2-7_d12_LabB_after_embedding,12,TH2-7,LabB,63503,569248
29,org29_TH2-7_d12_LabB_before_embedding,12,TH2-7,LabB,105144,942522
29,org29_TH2-7_d16_LabA,16,TH2-7,LabA,139944,1401458
29,org29_TH2-7_d16_LabB,16,TH2-7,LabB,128750,1154129
29,org29_TH2-7_d19_LabA,19,TH2-7,LabA,187427,1876973
29,org29_TH2-7_d19_LabB,19,TH2-7,LabB,194495,1743474
29,org29_TH2-7_d22_LabA,22,TH2-7,LabA,237719,2380618
29,org29_TH2-7_d22_LabB,22,TH2-7,LabB,253658,2273818
29,org29_TH2-7_d25_LabA,25,TH2-7,LabA,309013,3094586
29,org29_TH2-7_d25_LabB,25,TH2-7,LabB,340978,3056564
29,org29_TH2-7_d30_LabA,30,TH2-7,LabA,395255,3958250
29,org29_TH2-7_d30_LabB,30,TH2-7,LabB,439162,3936695
30,org30_TH2-7_d02_LabA,2,TH2-7,LabA,29864,299071
30,org30_TH2-7_d02_LabB,2,TH2-7,LabB,33986,304654
30,org30_TH2-7_d05_LabA,5,TH2-7,LabA,102111,1022583
30,org30_TH2-7_d05_LabB,5,TH2-7,LabB,107172,960701
30,org30_TH2-7_d08_LabA,8,TH2-7,LabA,111212,1113724
30,org30_TH2-7_d08_LabB,8,TH2-7,LabB,118498,1062229
30,org30_TH2-7_d10_LabA,10,TH2-7,LabA,102870,1030183
30,org30_TH2-7_d10_LabB,10,TH2-7,LabB,113862,1020671
30,org30_TH2-7_d12_LabA_after_embedding,12,TH2-7,LabA,65012,651058
30,org30_TH2-7_d12_LabA_before_embedding,12,TH2-7,LabA,113683,1138469
30,org30_TH2-7_d12_LabB_after_embedding,12,TH2-7,LabB,71268,638854
30,org30_TH2-7_d12_LabB_before_embedding,12,TH2-7,LabB,125863,1128249
30,org30_TH2-7_d16_LabA,16,TH2-7,LabA,153171,1533919
30,org30_TH2-7_d16_LabB,16,TH2-7,LabB,153651,1377344
30,org30_TH2-7_d19_LabA,19,TH2-7,LabA,199679,1999670
30,org30_TH2-7_d19_LabB,19,TH2-7,LabB,208678,1870612
30,org30_TH2-7_d22_LabA,22,TH2-7,LabA,252093,2524565
30,org30_TH2-7_d22_LabB,22,TH2-7,LabB,266771,2391364
30,org30_TH2-7_d25_LabA,25,TH2-7,LabA,335293,3357765
30,org30_TH2-7_d25_LabB,25,TH2-7,LabB,345394,3096149
30,org30_TH2-7_d30_LabA,30,TH2-7,LabA,442939,4435778
30,org30_TH2-7_d30_LabB,30,TH2-7,LabB,504425,4521720
31,org31_TH2-7_d02_LabA,2,TH2-7,LabA,25548,255848
31,org31_TH2-7_d02_LabB,2,TH2-7,LabB,30486,273280
31,org31_TH2-7_d05_LabA,5,TH2-7,LabA,97727,978679
31,org31_TH2-7_d05_LabB,5,TH2-7,LabB,96932,868909
31,org31_TH2-7_d08_LabA,8,TH2-7,LabA,96920,970598
31,org31_TH2-7_d08_LabB,8,TH2-7,LabB,106348,953315
31,org31_TH2-7_d10_LabA,10,TH2-7,LabA,90027,901568
31,org31_TH2-7_d10_LabB,10,TH2-7,LabB,99548,892359
31,org31_TH2-7_d12_LabA_after_embedding,12,TH2-7,LabA,64938,650316
31,org31_TH2-7_d12_LabA_before_embedding,12,TH2-7,LabA,111447,1116077
31,org31_TH2-7_d12_LabB_after_embedding,12,TH2-7,LabB,67815,607901
31,org31_TH2-7_d12_LabB_before_embedding,12,TH2-7,LabB,115011,1030971
31,org31_TH2-7_d16_LabA,16,TH2-7,LabA,147429,1476416
31,org31_TH2-7_d16_LabB,16,TH2-7,LabB,153500,1375991
31,org31_TH2-7_d19_LabA,19,TH2-7,LabA,203919,2042131
31,org31_TH2-7_d19_LabB,19,TH2-7,LabB,193231,1732143
31,org31_TH2-7_d22_LabA,22,TH2-7,LabA,255313,2556812
31,org31_TH2-7_d22_LabB,22,TH2-7,LabB,272990,2447112
31,org31_TH2-7_d25_LabA,25,TH2-7,LabA,349300,3498037
31,org31_TH2-7_d25_LabB,25,TH2-7,LabB,335616,3008498
31,org31_TH2-7_d30_LabA,30,TH2-7,LabA,463537,4642055
31,org31_TH2-7_d30_LabB,30,TH2-7,LabB,487937,4373920
32,org32_TH2-7_d02_LabA,2,TH2-7,LabA,33600,336485
32,org32_TH2-7_d02_LabB,2,TH2-7,LabB,35892,321740
32,org32_TH2-7_d05_LabA,5,TH2-7,LabA,104451,1046016
32,org32_TH2-7_d05_LabB,5,TH2-7,LabB,105858,948923
32,org32_TH2-7_d08_LabA,8,TH2-7,LabA,106053,1062059
32,org32_TH2-7_d08_LabB,8,TH2-7,LabB,116302,1042544
32,org32_TH2-7_d10_LabA,10,TH2-7,LabA,98889,990316
32,org32_TH2-7_d10_LabB,10,TH2-7,LabB,112159,1005405
32,org32_TH2-7_d12_LabA_after_embedding,12,TH2-7,LabA,70837,709392
32,org32_TH2-7_d12_LabA_before_embedding,12,TH2-7,LabA,120067,1202401
32,org32_TH2-7_d12_LabB_after_embedding,12,TH2-7,LabB,74095,664196
32,org32_TH2-7_d12_LabB_before_embedding,12,TH2-7,LabB,122615,1099134
32,org32_TH2-7_d16_LabA,16,TH2-7,LabA,154390,1546126
32,org32_TH2-7_d16_LabB,16,TH2-7,LabB,163044,1461544
32,org32_TH2-7_d19_LabA,19,TH2-7,LabA,209325,2096269
32,org32_TH2-7_d19_LabB,19,TH2-7,LabB,224969,2016646
32,org32_TH2-7_d22_LabA,22,TH2-7,LabA,264804,2651859
32,org32_TH2-7_d22_LabB,22,TH2-7,LabB,289419,2594383
32,org32_TH2-7_d25_LabA,25,TH2-7,LabA,350245,3507501
32,org32_TH2-7_d25_LabB,25,TH2-7,LabB,367335,3292831
32,org32_TH2-7_d30_LabA,30,TH2-7,LabA,500033,5007541
32,org32_TH2-7_d30_LabB,30,TH2-7,LabB,512973,4598345
33,org33_A1A-1_d02_LabA,2,A1A-1,LabA,43544,436068
33,org33_A1A-1_d02_LabB,2,A1A-1,LabB,46502,416849
33,org33_A1A-1_d05_LabA,5,A1A-1,LabA,123265,1234428
33,org33_A1A-1_d05_LabB,5,A1A-1,LabB,130138,1166571
33,org33_A1A-1_d08_LabA,8,A1A-1,LabA,100307,1004517
